================ Training Loss (Thu Dec  19 11:21:34 2024) ================ 
(epoch: 1, iters: 385, time: 0.420, data: 0.028) G_GAN: 0.784 G_L1: 86.203 D_real: 2.487 D_fake: 1.232
(epoch: 48, iters: 18494, time: 0.420, data: 0.028) G_GAN: 3.073 G_L1: 61.838 D_real: 0.087 D_fake: 0.118
(epoch: 49, iters: 18879, time: 0.420, data: 0.028) G_GAN: 3.134 G_L1: 61.869 D_real: 0.091 D_fake: 0.100
(epoch: 50, iters: 19265, time: 0.420, data: 0.028) G_GAN: 3.199 G_L1: 61.785 D_real: 0.094 D_fake: 0.083
(epoch: 51, iters: 19650, time: 0.420, data: 0.028) G_GAN: 3.268 G_L1: 61.543 D_real: 0.096 D_fake: 0.067
(epoch: 52, iters: 20035, time: 0.420, data: 0.028) G_GAN: 3.338 G_L1: 61.164 D_real: 0.096 D_fake: 0.052
(epoch: 53, iters: 20420, time: 0.420, data: 0.028) G_GAN: 3.407 G_L1: 60.686 D_real: 0.095 D_fake: 0.040
(epoch: 54, iters: 20806, time: 0.420, data: 0.028) G_GAN: 3.473 G_L1: 60.145 D_real: 0.094 D_fake: 0.029
(epoch: 55, iters: 21191, time: 0.420, data: 0.028) G_GAN: 3.533 G_L1: 59.577 D_real: 0.092 D_fake: 0.021
(epoch: 56, iters: 21576, time: 0.420, data: 0.028) G_GAN: 3.586 G_L1: 59.021 D_real: 0.089 D_fake: 0.015
(epoch: 57, iters: 21962, time: 0.420, data: 0.028) G_GAN: 3.629 G_L1: 58.512 D_real: 0.086 D_fake: 0.011
(epoch: 58, iters: 22347, time: 0.420, data: 0.028) G_GAN: 3.659 G_L1: 58.087 D_real: 0.083 D_fake: 0.011
(epoch: 59, iters: 22732, time: 0.420, data: 0.028) G_GAN: 3.674 G_L1: 57.784 D_real: 0.081 D_fake: 0.014
(epoch: 60, iters: 23118, time: 0.420, data: 0.028) G_GAN: 3.673 G_L1: 57.639 D_real: 0.078 D_fake: 0.021
(epoch: 61, iters: 23503, time: 0.420, data: 0.028) G_GAN: 3.653 G_L1: 57.676 D_real: 0.076 D_fake: 0.031
(epoch: 62, iters: 23888, time: 0.420, data: 0.028) G_GAN: 3.617 G_L1: 57.868 D_real: 0.074 D_fake: 0.044
(epoch: 63, iters: 24273, time: 0.420, data: 0.028) G_GAN: 3.569 G_L1: 58.174 D_real: 0.073 D_fake: 0.059
(epoch: 64, iters: 24659, time: 0.420, data: 0.028) G_GAN: 3.510 G_L1: 58.554 D_real: 0.072 D_fake: 0.076
(epoch: 65, iters: 25044, time: 0.420, data: 0.028) G_GAN: 3.446 G_L1: 58.968 D_real: 0.071 D_fake: 0.092
(epoch: 66, iters: 25429, time: 0.420, data: 0.028) G_GAN: 3.377 G_L1: 59.374 D_real: 0.070 D_fake: 0.108
(epoch: 67, iters: 25815, time: 0.420, data: 0.028) G_GAN: 3.309 G_L1: 59.733 D_real: 0.069 D_fake: 0.123
(epoch: 68, iters: 26200, time: 0.420, data: 0.028) G_GAN: 3.243 G_L1: 60.004 D_real: 0.069 D_fake: 0.135
(epoch: 69, iters: 26585, time: 0.420, data: 0.028) G_GAN: 3.184 G_L1: 60.147 D_real: 0.068 D_fake: 0.144
(epoch: 70, iters: 26971, time: 0.420, data: 0.028) G_GAN: 3.134 G_L1: 60.121 D_real: 0.067 D_fake: 0.149
(epoch: 71, iters: 27356, time: 0.420, data: 0.028) G_GAN: 3.096 G_L1: 59.900 D_real: 0.066 D_fake: 0.150
(epoch: 72, iters: 27741, time: 0.420, data: 0.028) G_GAN: 3.067 G_L1: 59.516 D_real: 0.065 D_fake: 0.146
(epoch: 73, iters: 28126, time: 0.420, data: 0.028) G_GAN: 3.047 G_L1: 59.012 D_real: 0.063 D_fake: 0.140
(epoch: 74, iters: 28512, time: 0.420, data: 0.028) G_GAN: 3.032 G_L1: 58.434 D_real: 0.061 D_fake: 0.132
(epoch: 75, iters: 28897, time: 0.420, data: 0.028) G_GAN: 3.019 G_L1: 57.826 D_real: 0.060 D_fake: 0.124
(epoch: 76, iters: 29282, time: 0.420, data: 0.028) G_GAN: 3.008 G_L1: 57.235 D_real: 0.058 D_fake: 0.116
(epoch: 77, iters: 29668, time: 0.420, data: 0.028) G_GAN: 2.994 G_L1: 56.704 D_real: 0.057 D_fake: 0.110
(epoch: 78, iters: 30053, time: 0.420, data: 0.028) G_GAN: 2.976 G_L1: 56.279 D_real: 0.055 D_fake: 0.106
(epoch: 79, iters: 30438, time: 0.420, data: 0.028) G_GAN: 2.952 G_L1: 56.005 D_real: 0.053 D_fake: 0.106
(epoch: 80, iters: 30824, time: 0.420, data: 0.028) G_GAN: 2.919 G_L1: 55.927 D_real: 0.052 D_fake: 0.110
(epoch: 81, iters: 31209, time: 0.420, data: 0.028) G_GAN: 2.875 G_L1: 56.076 D_real: 0.051 D_fake: 0.120
(epoch: 82, iters: 31594, time: 0.420, data: 0.028) G_GAN: 2.823 G_L1: 56.431 D_real: 0.050 D_fake: 0.134
(epoch: 83, iters: 31979, time: 0.420, data: 0.028) G_GAN: 2.764 G_L1: 56.956 D_real: 0.049 D_fake: 0.153
(epoch: 84, iters: 32365, time: 0.420, data: 0.028) G_GAN: 2.702 G_L1: 57.617 D_real: 0.048 D_fake: 0.174
(epoch: 85, iters: 32750, time: 0.420, data: 0.028) G_GAN: 2.639 G_L1: 58.378 D_real: 0.047 D_fake: 0.196
(epoch: 86, iters: 33135, time: 0.420, data: 0.028) G_GAN: 2.578 G_L1: 59.205 D_real: 0.046 D_fake: 0.219
(epoch: 87, iters: 33521, time: 0.420, data: 0.028) G_GAN: 2.521 G_L1: 60.063 D_real: 0.045 D_fake: 0.242
(epoch: 88, iters: 33906, time: 0.420, data: 0.028) G_GAN: 2.470 G_L1: 60.916 D_real: 0.044 D_fake: 0.264
(epoch: 89, iters: 34291, time: 0.420, data: 0.028) G_GAN: 2.430 G_L1: 61.729 D_real: 0.042 D_fake: 0.283
(epoch: 90, iters: 34677, time: 0.420, data: 0.028) G_GAN: 2.401 G_L1: 62.467 D_real: 0.041 D_fake: 0.298
(epoch: 91, iters: 35062, time: 0.420, data: 0.028) G_GAN: 2.387 G_L1: 63.096 D_real: 0.039 D_fake: 0.309
(epoch: 92, iters: 35447, time: 0.420, data: 0.028) G_GAN: 2.390 G_L1: 63.579 D_real: 0.037 D_fake: 0.314
(epoch: 93, iters: 35832, time: 0.420, data: 0.028) G_GAN: 2.414 G_L1: 63.883 D_real: 0.035 D_fake: 0.313
(epoch: 94, iters: 36218, time: 0.420, data: 0.028) G_GAN: 2.459 G_L1: 63.972 D_real: 0.033 D_fake: 0.304
(epoch: 95, iters: 36603, time: 0.420, data: 0.028) G_GAN: 2.530 G_L1: 63.812 D_real: 0.030 D_fake: 0.287
(epoch: 96, iters: 36988, time: 0.420, data: 0.028) G_GAN: 2.629 G_L1: 63.366 D_real: 0.027 D_fake: 0.260
(epoch: 97, iters: 37374, time: 0.420, data: 0.028) G_GAN: 2.758 G_L1: 62.600 D_real: 0.023 D_fake: 0.222
(epoch: 98, iters: 37759, time: 0.420, data: 0.028) G_GAN: 2.919 G_L1: 61.479 D_real: 0.019 D_fake: 0.172
(epoch: 99, iters: 38144, time: 0.420, data: 0.028) G_GAN: 3.117 G_L1: 59.967 D_real: 0.014 D_fake: 0.110
(epoch: 100, iters: 38530, time: 0.420, data: 0.028) G_GAN: 3.352 G_L1: 58.031 D_real: 0.009 D_fake: 0.034
